28000 30000
218 17366 1894
219 15500 28441
220 21583 6666
221 15574 12423
222 12383 5695
222 22287 15881
223 846 21312
223 4883 17546
223 9713 18399
224 5820 14915
224 26483 237
225 1963 14707
225 4205 19059
225 4908 2274
225 17362 926
225 27394 20909
226 19409 19513
226 22530 21476
227 21943 27602
227 24835 6976
228 6548 18438
229 12754 29658
229 26916 3084
230 22383 25365
231 829 6670
231 2224 28747
231 9659 29393
231 10368 6193
231 13484 3966
232 8239 7663
232 26199 21136
233 26162 17557
234 9087 9636
234 17761 3733
235 6275 23622
235 24987 28898
236 25481 18535
237 2257 19093
237 12717 19003
238 10356 13067
239 5929 731
239 19016 5138
239 27153 22941
240 11135 1123
241 3691 8729
242 21805 10512
242 25083 18679
243 918 25201
243 17280 21247
244 25294 3047
245 3087 1071
245 18967 20854
245 21910 12421
246 13846 5264
246 15474 10879
247 17809 12956
247 18579 3358
248 15065 10405
249 12311 27302
249 16082 18906
249 27615 1571
250 9194 9101
251 1161 6655
252 3076 19503
252 16802 29709
253 12154 11962
253 27475 24302
254 1391 12313
254 18972 26459
255 3503 488
255 9261 10253
256 25372 8441
257 2826 28305
257 3107 28011
258 3591 22715
259 5117 28059
259 7434 2614
259 12479 3972
260 5006 3183
260 6152 15323
260 8732 28958
261 24422 1900
262 4319 10070
262 6434 8196
263 5835 10248
263 22874 9656
264 1449 6303
264 12488 19889
264 19536 2894
264 23695 18296
265 1566 14263
265 9510 18253
265 12452 5541
265 21966 6736
266 3351 1918
266 15250 3467
267 18809 26817
268 6038 34
268 14157 25959
268 15508 4671
268 22942 24238
269 21965 11006
270 2734 7226
271 6075 14207
272 5543 5320
272 18959 27003
273 15768 17583
273 19854 25642
274 17109 19184
275 21061 20931
276 4203 5758
276 24254 9591
277 7256 14091
277 13853 8404
278 18886 16192
279 11831 5517
280 16573 294
280 25500 16992
281 26493 13928
282 26796 20478
283 7905 24975
283 17000 11204
284 23514 16815
285 1747 18524
285 16539 1811
286 11115 21036
286 11127 292
287 3989 12511
287 21632 24844
288 8172 20321
289 418 17499
290 5405 22790
290 5963 29844
290 18857 21748
291 4431 14684
291 7912 18256
291 13357 29386
291 21523 12959
292 5753 20740
292 6202 4076
292 11089 16020
293 8654 29662
293 9533 6716
293 20309 19827
293 23456 747
294 3210 20631
294 14528 9314
294 27494 7796
295 6019 28301
295 6213 20733
296 2650 29856
296 23484 6276
297 4733 13223
297 18518 18309
298 6364 28991
298 11365 10689
298 23217 22950
299 3027 1818
299 8022 24744
300 3844 21337
300 9088 21889
301 1655 14950
301 2103 4973
301 6624 11180
301 26953 20888
302 5153 29562
302 12091 8207
302 12381 5079
302 12978 9768
302 21269 14015
303 652 4443
303 1419 3475
304 22132 12715
305 11933 18013
306 7014 3970
306 11833 6485
306 14183 24283
307 9229 26704
307 12149 24880
308 6407 2132
308 7566 3692
309 533 26703
309 6185 6498
310 22212 22896
311 10140 4622
311 27076 20590
312 9392 22023
312 21625 14372
312 27527 20518
313 4261 5328
313 11668 28393
313 14051 11671
313 25660 12433
314 5159 3605
314 6598 1939
315 3790 2044
315 5106 27377
316 22397 22144
317 8277 3871
317 15655 4669
317 18356 17852
317 21917 21785
318 8394 9645
318 22803 16979
319 3080 1202
319 18970 3555
319 20044 13827
320 14819 11392
320 27594 6750
321 3312 641
321 8397 21921
322 5815 26482
323 6212 17466
323 10325 29805
323 14404 10393
323 27742 13295
324 3292 25212
324 23522 9475
324 25002 23554
325 27564 11337
326 12231 19179
327 2232 22034
327 8127 7596
327 25290 22488
328 25370 6377
329 13420 13806
330 852 17888
331 18889 29455
332 10155 24635
332 18972 4086
333 5239 22012
333 22336 27
334 2150 27155
334 4661 28203
334 19279 13053
334 20078 10775
335 4451 6470
335 10506 29707
336 11227 28612
336 25911 5106
337 2333 20249
337 2802 14506
337 5062 26168
338 5784 5380
338 13349 10008
338 25325 7235
339 4073 16351
340 4162 28217
340 21666 14832
341 6661 29850
341 16900 26530
342 8945 23153
343 11204 15379
343 13230 13935
343 24227 24706
344 6722 15623
344 12108 45
344 17253 28637
344 21115 20151
345 848 3203
345 7149 10112
345 23328 10256
346 18366 14496
346 20192 18047
347 21871 20729
348 5045 21356
348 12462 12772
348 24150 13614
349 4558 29691
349 17520 3925
350 20196 21497
350 24395 17943
351 10057 12350
351 12141 28371
351 24381 2197
352 2891 11843
352 5204 2202
352 9297 24688
352 10265 22558
353 7064 5074
353 18834 16455
354 11368 1420
354 12918 8231
354 26846 21966
355 3257 21694
355 5971 20966
356 25993 17555
357 19454 11502
358 1044 759
359 2390 874
359 9223 16119
360 12454 26700
360 18755 4871
361 15803 12618
361 23905 22903
362 11851 25646
362 12504 20874
362 14163 29138
362 20698 9654
362 27778 17266
363 3336 13211
363 16868 15583
363 19836 10167
363 26053 27564
364 1437 8958
365 13598 27707
365 17864 8360
365 23947 7319
366 10075 27966
366 18400 16134
367 20953 5051
368 22057 11525
369 23184 4329
369 24083 17205
369 24870 4200
370 25841 26798
371 2814 29745
371 13726 1399
372 13141 19144
372 18669 20826
372 25092 916
373 1320 21817
373 23624 5884
373 27009 18390
374 8502 5526
374 17987 14393
374 21633 23449
375 19534 24648
376 3826 7238
376 4906 18865
376 5082 17500
376 6014 14755
377 12474 3955
377 16189 23590
378 23597 5974
379 1653 24161
379 4159 26638
380 20250 1075
380 26533 24084
381 1742 15020
381 18305 24523
382 608 23147
382 21149 16716
382 27887 17417
383 1127 499
384 25178 23060
385 13344 18269
385 14050 2537
385 16953 8842
385 19710 7539
386 1649 23719
386 4028 22587
387 19321 8817
388 13273 8522
388 18219 13019
389 13321 2280
390 16550 25033
390 22436 19203
390 26230 29928
391 19633 16987
391 21733 29061
392 13167 19880
392 16775 20881
393 19654 4400
394 19631 22611
394 22233 15691
395 15505 15956
395 19963 13676
396 6403 18048
396 16714 18050
397 17667 3263
398 26708 28618
399 12442 24346
399 14476 21088
400 12606 24196
400 25456 1761
400 27380 23867
401 8504 29316
401 20485 7999
402 6148 5175
402 20122 6345
403 10764 2670
403 20725 7612
404 8665 12968
405 8488 14280
405 27315 2291
406 15286 21619
406 21418 14383
407 3885 22555
407 9698 4779
407 22345 18066
408 7445 502
408 21940 7361
408 26377 3114
408 27452 19447
409 5772 1305
409 7043 15530
410 2482 29333
410 11701 22249
411 8806 5364
411 21084 15133
412 8500 13955
413 3317 14096
413 6366 1786
413 19739 29878
414 5217 553
415 8973 8569
415 27783 11209
416 19767 9390
417 12210 26508
418 18872 5890
418 24000 18931
419 7525 12642
419 21389 4652
419 22098 14158
420 6938 15350
420 14775 18354
421 8644 18351
422 4283 24521
422 23106 5052
423 17113 1632
423 24980 23617
424 9465 21973
425 3695 26417
425 22086 27322
426 7832 25680
426 12676 24843
427 21236 5288
428 1066 27223
429 2039 7816
429 7710 20896
430 15597 18051
430 27907 15344
431 13118 28728
432 13523 9844
432 27895 17459
433 5960 26607
434 5600 8965
434 16616 5162
434 16871 18951
435 2905 26640
435 14544 20156
435 14923 19357
436 9028 25329
436 18248 24839
437 3559 14369
437 4684 21915
438 14384 515
438 19219 6495
439 5321 2396
439 14275 28987
440 3370 24588
440 10080 20677
440 13134 23588
441 3610 23499
441 25090 2409
442 6742 44
443 10610 27186
443 20853 16934
443 22557 11925
444 27472 10503
444 27874 8597
445 880 3179
445 17999 9593
445 26239 26096
446 7491 27263
446 16925 2279
447 14506 7906
447 15368 5243
448 15654 20624
448 17761 2663
448 25022 1661
449 17799 667
449 20626 7667
449 24138 12749
450 10183 23328
451 5203 19591
451 13837 9876
451 15426 5073
451 24099 22802
452 16132 3120
453 21899 18579
453 27284 29391
454 16869 26178
455 16531 16153
455 26041 16236
456 22370 10143
456 27985 8448
457 2940 15490
457 14129 13947
457 17152 29013
458 4410 8732
458 5122 1875
458 27886 25137
459 12450 25196
459 15864 19195
459 27200 14112
460 18011 4316
461 27087 20867
462 2250 24800
462 10695 26732
463 1551 26005
464 10971 27511
464 22030 18091
465 18978 9757
467 5202 28137
467 18358 24870
468 627 3312
468 8587 7567
469 22666 10359
470 5379 7814
470 21585 20052
470 24082 21981
471 3939 25612
471 8243 18568
471 17543 15485
472 642 22871
472 18185 14836
473 4522 13072
473 22365 29778
474 7952 7051
474 13892 1673
475 21976 27381
475 25568 17053
475 26014 24920
476 4921 15966
477 15638 25187
478 1980 23027
479 8639 4914
479 12063 2045
479 19560 273
480 1209 3664
480 17431 22542
481 7133 12454
481 8599 10092
481 23052 25993
482 9459 3448
482 17063 17034
482 19597 26722
482 25984 27545
483 2662 5710
484 15040 5704
484 18776 21141
485 25974 11319
485 26707 13369
486 2484 16513
486 15088 23456
487 17553 14146
487 24622 24678
488 10092 1901
488 10485 12053
488 23012 4321
489 15298 25586
489 25963 441
490 20263 9456
490 23255 16323
491 6314 5454
491 7692 27157
491 14022 2133
492 4218 26349
492 6044 9981
492 16660 12946
492 20832 12430
492 20988 15829
493 4245 21640
493 18633 60
494 12819 7291
494 22121 14108
495 4689 26038
495 15521 6227
496 9880 14777
496 20621 29614
496 25831 27683
497 3082 5764
497 18344 17478
498 21057 21771
498 26006 14226
499 6895 887
500 4535 25433
500 5043 23048
500 14662 2172
500 15045 14169
501 11683 21948
501 26723 19975
502 5429 15663
502 19071 28825
503 26239 17967
504 10713 2434
504 18270 10700
505 12943 711
505 22240 13278
506 2346 12242
506 13350 29748
506 26623 19113
507 9425 9253
507 25718 4861
508 6266 18554
508 9852 26591
508 9973 5609
508 15098 17710
508 16928 16909
508 27595 12148
509 601 8917
509 11033 19219
509 21379 18845
510 4150 17529
510 25494 20578
511 7523 2004
511 11401 7684
511 16002 16623
511 17176 15753
512 521 11062
512 20016 9827
513 27877 619
514 11920 10531
515 24082 10277
516 11892 16514
516 18742 27743
517 7324 5789
517 15228 2598
518 871 1386
518 872 25256
518 3464 2253
518 14256 8745
519 25259 9567
520 20516 6429
520 27194 9424
521 8753 24049
521 16961 14705
521 17073 897
522 16881 18098
523 18259 13405
524 9559 29415
525 1203 16617
525 15131 24693
525 26258 20008
526 4696 25437
526 19021 15090
526 23226 22057
527 16433 1842
527 21813 6240
528 6976 14699
528 10346 10767
528 14975 7950
529 4287 29577
529 19535 3760
530 3684 9159
530 9125 8483
530 25621 7960
531 11828 25830
532 2443 2808
532 18571 23635
533 1447 16600
533 27480 10739
534 9881 12062
535 3757 2848
535 8715 10529
536 9335 22283
537 21017 3730
538 7398 19737
539 10194 10203
540 5162 10444
540 8946 24103
541 8891 1766
542 5924 29184
543 14862 4856
543 18165 21179
543 21669 12009
544 10488 19256
544 10518 11912
545 15436 23142
546 20010 620
547 13785 27316
548 4078 13431
548 11369 2088
548 27430 2910
549 3539 21268
549 25609 6278
550 21327 12885
551 6480 16211
551 6989 27269
551 15687 16183
552 22277 29732
553 4051 17147
553 8613 23246
553 12794 29977
554 14549 6169
555 4640 2131
555 11322 20364
555 15045 28748
555 25080 7473
556 17992 16910
556 26366 979
557 4200 8222
557 8126 18338
558 19679 19151
559 19045 15496
559 21056 15783
560 7727 20538
560 11243 10320
560 21683 20387
561 27933 21754
562 6923 17067
562 16511 26752
562 23067 10051
563 16297 26016
563 20293 23992
564 3017 25220
564 16668 20890
564 17185 25293
565 1122 14251
566 9331 29103
566 19044 23038
567 6578 4366
567 13721 24032
567 14948 5880
568 27766 20197
569 8380 15658
569 20651 1012
569 22665 4974
570 2305 21391
570 2975 17114
570 9418 17427
571 11255 22226
571 17970 1375
572 15141 28175
572 15156 13732
572 20084 20313
573 3882 13627
573 9544 16790
573 21649 24965
574 4310 12933
574 12402 13337
576 2004 19443
576 22752 22867
577 8083 18984
577 19384 19402
577 24604 9521
577 25202 17609
578 1057 8016
578 18958 24745
578 25459 1742
579 7287 3137
579 11036 12487
579 14049 26745
579 20394 6623
579 22352 7978
580 9357 12191
580 14379 25226
580 24049 14156
581 6788 5585
582 1489 14728
582 7272 24027
583 10055 20435
583 24265 14434
584 7699 28654
584 8581 28557
585 12675 19346
585 21688 28028
586 18656 18655
586 22318 24724
587 4516 545
588 15276 11406
588 26612 17686
589 19007 4881
590 6991 26077
590 25926 14753
591 12257 15580
592 4492 776
592 14774 8837
592 16470 9166
592 27103 3821
593 12276 420
594 3760 14289
594 21117 25055
595 1953 23978
595 2162 14474
595 5226 3926
596 10755 8735
596 13181 26191
596 15391 18953
596 24658 2201
597 5732 29945
597 7574 17877
598 8762 16594
598 20831 3828
599 5137 18541
599 14199 27086
600 19561 19977
602 7509 22994
603 2669 9053
603 5868 3918
603 19134 13203
604 15424 28361
605 12727 8759
606 23702 11428
607 17845 3346
609 7949 5596
609 21775 21262
609 23355 22176
610 23775 26834
611 11293 29119
611 13586 21265
612 18471 20847
613 11877 2904
613 23048 5065
614 13858 28986
615 4592 6975
616 3779 18519
616 19698 15375
616 27129 3437
617 12481 22293
618 20896 18370
618 25368 20174
619 1943 4299
619 12982 24861
619 16124 6739
619 22135 8610
620 8520 13416
620 13346 21728
620 18149 2395
621 13720 18622
622 1775 28492
623 23258 2407
623 26309 24424
624 6604 12116
624 23577 26500
625 5095 20358
625 16391 17724
625 20763 13670
626 19075 26000
626 23720 19800
627 15410 26207
627 20499 5184
627 26543 18604
628 10543 17728
628 15324 3742
628 17067 4294
628 24043 13878
629 2705 15762
629 9695 27570
629 10864 12019
630 18891 17336
631 9085 1340
631 21658 7378
631 27955 10507
632 5525 11633
632 18122 16218
632 18533 26730
633 3544 9564
633 4806 17954
633 13562 25600
634 2887 5760
634 4157 10791
634 17442 23473
634 27576 24096
635 8292 22744
635 24052 12134
636 15872 851
637 6043 10053
637 15441 21531
638 16196 21626
638 23772 3606
639 5399 24457
639 17674 9970
640 6498 23657
640 9259 12214
641 22009 3776
643 13690 5201
644 6236 3758
644 7120 9619
644 8494 3017
644 12298 8122
644 14607 18550
645 2436 3146
645 8463 9879
645 13837 25764
645 16718 6873
646 2746 24216
646 12118 1675
647 7144 15728
647 7418 28052
648 2854 11742
648 27526 1261
649 1252 1281
650 10935 18876
650 15026 29574
650 19015 8445
650 20822 11860
650 23749 13644
651 10973 24527
651 11482 28223
652 15533 29888
653 15919 7147
653 27642 4967
654 14925 8277
654 16082 12375
654 20414 10181
655 17005 2351
655 17006 11626
655 18495 25861
655 19117 3546
656 18271 1401
656 19816 9847
656 23841 22928
657 8913 3602
657 23862 28103
658 3463 4533
658 14342 6035
659 8605 23518
660 13129 26633
661 2354 23847
661 15097 27969
661 26844 19363
662 19490 22576
663 3633 23052
664 23980 4109
665 712 22282
665 5004 5618
665 26880 12942
666 16630 9171
666 16947 3818
667 22046 23348
668 9535 28131
668 11145 28128
669 9165 12773
669 20479 27373
670 987 21944
671 8430 15194
672 14384 7383
672 23740 27233
672 26153 24611
673 6903 4552
674 10017 26205
674 17662 15360
675 23292 6339
676 19896 29997
677 24122 29420
677 25318 6297
678 7839 16899
679 5781 27945
679 24577 27466
680 13377 19336
680 15325 26983
681 19215 786
682 7842 17490
682 13436 23170
682 13458 18420
683 5311 15271
683 12456 24474
684 3740 17384
685 17946 9016
685 23935 24993
686 4226 3729
686 16140 3889
687 22831 17789
688 13789 23098
688 20324 17655
689 11022 14329
689 18290 10850
689 21670 29408
690 16183 7104
690 16860 1862
690 24773 25512
691 3571 27522
691 23326 7030
692 15775 8953
692 17499 18230
692 21888 8987
693 5506 24458
693 25165 23677
693 26746 571
694 2770 23378
694 15052 14157
695 6673 24722
695 10534 19721
696 1001 14153
696 8217 8396
697 26925 17711
698 8457 9957
699 1361 13349
699 7333 13574
699 27864 20419
700 26205 6002
701 6176 11080
702 25739 28082
703 3504 7178
703 8607 7984
703 12842 153
703 26301 9531
704 22674 14812
705 807 17707
705 1683 18343
705 11294 1760
705 25091 6214
706 5174 966
706 19892 24801
707 3403 13518
708 11403 4414
709 15340 4721
709 18469 7768
710 1280 2733
710 8557 1677
711 14648 7271
712 8191 22988
713 4971 9588
713 8954 21710
713 17114 5236
713 21903 2178
713 22824 11074
714 22902 14827
715 9436 24679
715 12500 21673
715 22478 23037
716 20076 25348
716 22570 14921
717 13357 12992
717 25778 22905
718 7126 16877
719 5944 26174
719 14812 25554
719 21588 5363
719 26281 1414
720 10706 11890
720 20553 11977
720 27721 19352
721 1708 14883
721 6375 164
721 17041 16945
722 19212 18137
722 20014 12964
723 5305 24791
723 15120 2150
723 21620 12920
723 23377 21931
724 25155 3307
725 26510 582
726 19767 19501
726 24577 5003
727 21299 23853
727 25225 14723
728 13273 20742
729 14415 26846
729 23945 4476
729 26863 20975
730 27279 357
731 25642 2836
732 2723 15334
732 15269 22422
732 27651 16255
733 11093 14341
734 5434 26928
735 19348 12887
735 27988 134
736 13474 10280
736 27012 3556
737 23775 13738
738 13373 8135
738 15250 18395
738 17246 17945
738 20339 2188
738 20476 16000
739 18142 25117
739 20642 17166
739 25122 13246
739 27720 10407
740 12800 22663
740 27936 16927
741 4104 21791
741 14797 26177
741 21130 19887
742 2792 11853
742 15283 9024
743 10698 23669
743 22058 10627
744 2669 16701
744 9874 22961
745 2251 18431
745 21316 23624
745 24458 13130
746 1546 21816
746 9060 15701
747 9688 26445
747 14386 29906
748 9921 29624
748 26851 18456
749 3178 6382
749 4947 25997
749 24647 15624
750 11116 6667
750 19254 23508
750 19881 11923
751 16249 24407
751 19677 1948
751 22297 29710
752 8420 28581
753 9106 14689
753 11397 28054
754 6807 13458
755 4473 22337
755 5073 986
755 15573 16763
756 11009 12722
756 11958 19407
756 24940 17938
757 4422 7651
757 7928 15102
757 20726 11460
758 8747 18581
759 3777 19374
759 21708 2586
760 5247 18684
760 22578 5845
761 14552 25798
762 9342 7890
763 25151 23221
764 15551 20970
764 18751 7563
765 1191 3002
765 14005 4624
765 21390 17914
765 27031 27319
766 24973 10033
767 17293 6502
767 19880 2769
768 22862 12635
769 9246 28547
769 23150 22947
770 11871 4492
770 23780 5338
771 1571 27464
771 10958 13648
771 11040 12940
772 4512 18623
772 16788 2939
773 10323 5810
774 1082 18295
774 13999 847
775 5550 20778
775 11324 26222
776 8286 29000
777 20299 29186
777 27842 914
778 11883 19979
778 26462 8424
778 27322 11755
779 24820 14418
780 15799 28813
780 20493 487
781 8620 5635
781 16294 10098
782 24536 20376
783 2358 17527
783 25394 21420
784 2419 13450
785 16223 10972
786 20650 19636
786 25635 29947
787 17020 28421
788 3013 19098
788 3845 27125
788 27451 6344
789 11753 15046
789 12255 17797
789 27869 19252
790 5389 29283
790 16195 9809
790 17272 23817
790 20023 10744
791 27256 4368
792 2893 9109
792 4695 20610
792 8888 9728
792 22870 23631
793 8539 23521
793 14724 8057
793 23999 24762
794 7534 8925
795 9156 9971
796 2932 8742
796 7400 16405
797 2792 736
797 21344 18980
798 6865 4613
798 9197 16229
798 18173 17597
798 25465 19577
799 23484 1561
800 4470 17802
800 11045 13913
801 3114 13581
801 20695 22157
802 12419 5318
802 26797 4399
803 20184 2510
803 22682 24100
804 27628 21359
805 2381 2288
806 12780 21226
806 20880 22935
807 22583 28447
808 13128 27395
808 25176 13490
809 9240 25653
809 14936 9802
809 24269 28702
810 8388 1117
811 11112 22730
811 20786 11844
811 24031 12646
812 1849 11030
812 12308 4435
812 20099 19752
813 23819 17907
814 4973 2952
814 7581 9684
815 6468 27604
815 13987 1514
815 15102 21643
816 3524 27205
816 4225 3917
816 24890 17776
817 15646 7712
817 18570 10585
817 20838 29672
818 3648 16666
819 17163 9379
820 4638 13752
820 10298 7479
821 10438 4017
822 10692 5646
822 15252 19878
822 15514 11122
823 10452 4945
823 19451 6692
823 21747 14601
824 7770 5921
824 13066 15313
825 27754 23843
826 12128 10010
827 3458 19744
827 11790 12363
827 14011 7125
827 21919 1637
828 11826 7310
829 8819 4437
830 21854 1791
831 15800 22593
831 19130 21369
832 25845 20723
833 4929 2571
833 6785 27440
834 5051 5178
834 27648 2166
835 867 24462
835 2694 27207
835 14109 7483
835 16711 11165
836 10259 24973
836 17240 15373
837 7822 13241
837 19526 3415
837 21687 954
838 9451 11233
838 11628 8055
838 17976 24760
839 7531 27727
840 27806 12892
841 1430 8080
841 7111 430
841 18848 26554
842 13868 4165
842 15114 16813
842 21630 5157
842 22822 2576
842 27425 22177
843 6130 6301
843 11748 17441
843 20017 5804
844 1608 11346
845 9287 3519
845 14445 25626
847 3764 824
847 14104 13055
847 17952 29717
848 12836 4687
848 22657 29650
849 27043 6721
850 19374 22466
851 4265 17436
852 19174 16204
853 3194 25106
853 15406 29528
854 1263 29275
854 2018 26714
854 6119 884
854 21298 7288
855 4916 17226
855 14026 24145
856 20939 8960
856 21050 3087
857 10726 28312
857 16942 15922
857 24508 26741
