35000 200000
70 33800 107281
70 34720 12855
71 1391 172154
71 6874 194479
71 19207 141115
71 22307 194022
71 27904 78604
71 29938 106784
71 30063 67858
71 31003 19195
71 31384 80698
72 1661 56087
72 9736 166770
72 14699 142515
72 15168 174746
72 18224 28607
72 18484 142033
72 26312 54892
72 33168 92751
73 947 124453
73 7260 63621
73 16654 53211
73 22250 82225
73 25277 94055
73 26825 34680
73 28195 22480
73 31326 130692
74 5358 193355
74 8383 91247
74 9513 198148
74 10082 152350
74 10132 96901
74 13055 110623
74 13771 119926
74 15520 22410
74 15533 42328
74 19036 150306
74 27659 56222
74 28651 85663
74 28958 145197
74 29079 51208
74 29383 66610
74 32780 97645
75 3125 161356
75 5073 177334
75 5225 41455
75 18515 66591
75 20053 137303
75 24021 192269
75 25024 82341
75 29582 9086
75 32871 120413
76 2911 3513
76 4332 64610
76 6685 1273
76 10448 6326
76 17930 81502
76 17947 53405
76 21094 30043
76 26302 83168
76 27075 65146
76 29464 64404
76 32017 48824
76 32300 95114
77 1462 196970
77 16891 22466
77 17367 68860
77 23219 180141
77 23625 172075
77 25797 75745
77 26801 103342
77 33194 170823
77 34802 136048
77 34835 15698
78 3437 161265
78 6055 192108
78 6643 59924
78 7118 156485
78 8748 81406
78 10099 171805
78 10196 73422
78 11557 101593
78 15466 82671
78 18946 126400
78 20017 43471
78 23338 135586
79 6223 60486
79 6476 137503
79 6569 49278
79 8005 23255
79 13523 195890
79 14511 140719
79 17866 79723
79 19237 176437
79 20538 1484
79 28048 187659
79 30558 129295
79 31456 183004
79 33083 13875
79 33466 41898
79 34361 75863
80 1804 22178
80 4533 87337
80 4903 151618
80 13495 71469
80 15048 30594
80 16956 45236
80 27660 197072
80 30530 162899
80 33663 5257
81 10491 197163
81 13625 152316
81 16344 134390
81 16809 162122
81 22033 176292
81 22476 87258
82 1239 181743
82 2399 38624
82 3576 188752
82 5807 27069
82 6745 128864
82 10898 1666
82 14325 137968
82 17499 126844
82 18666 37172
82 19187 146761
82 21766 62808
82 30780 3306
82 31548 117338
82 32654 190185
82 33749 81343
83 2190 156461
83 6171 20577
83 12025 37722
83 17098 163089
83 18751 132358
83 21274 122775
83 22620 184363
83 24068 80365
83 33084 8182
83 34222 50241
84 3314 13702
84 3687 159936
84 3988 92199
84 5846 29854
84 7342 168947
84 7534 54438
84 8788 47081
84 9941 78078
84 20014 51753
84 23639 164412
84 24324 133036
84 26502 164358
84 26743 158709
84 27621 162543
84 34920 23894
85 6203 148804
85 7066 74445
85 9723 97388
85 12825 74719
85 17704 179827
85 18923 189779
85 26319 41435
85 30092 128442
85 33704 5920
86 5875 128480
86 7335 130283
86 8130 195584
86 9285 138223
86 11093 17910
86 14442 107072
86 29493 172209
86 30467 56153
86 31475 33143
86 34619 103123
86 34763 109560
87 7741 173034
87 10926 22876
87 11806 130297
87 23083 163765
87 23245 160332
87 24026 179525
87 24669 140322
87 25482 179221
87 28141 71538
88 1570 57807
88 8416 43648
88 8915 84196
88 14452 125389
88 15295 45605
88 21554 61786
88 24623 163549
88 28587 27524
88 30989 49636
88 32793 4305
88 34415 174655
89 1293 56318
89 1730 164644
89 3710 46828
89 4771 116460
89 9047 107984
89 9097 21620
89 16632 167104
89 19847 74286
89 27038 136514
89 34871 124856
90 134 190101
90 1316 57281
90 2332 147889
90 2512 101104
90 3704 169092
90 8040 111358
90 9149 83843
90 10889 158090
90 11533 50596
90 13924 29764
90 17034 44285
90 18529 99452
90 20569 15995
90 21162 98468
90 21174 184247
90 21883 85759
90 29075 193656
90 31867 129620
90 32798 128260
90 34289 62715
91 2719 195298
91 6978 15921
91 7251 23069
91 8689 189054
91 15017 176478
91 15233 191546
91 16430 140023
91 16549 149884
91 19084 11420
91 25134 20570
91 29018 58378
91 31911 145134
92 847 1571
92 3760 7821
92 4296 183694
92 8689 107555
92 9108 133735
92 17574 140842
92 19631 199308
92 20876 184685
92 22504 147696
92 22921 18851
92 26008 108410
92 32249 84364
93 1412 92441
93 1601 190039
93 7076 11589
93 11294 77044
93 12379 77392
93 16385 95194
93 18568 26094
93 19470 104214
93 19699 70018
93 21825 53345
93 22382 60507
93 23150 59196
93 25609 106837
93 28750 198201
94 1651 167749
94 6355 130135
94 8175 169716
94 11262 51482
94 18217 175693
94 18709 199986
94 22803 85283
94 23428 89490
94 27656 61536
94 30482 120243
94 31222 140465
94 32173 145099
95 1119 8625
95 7459 18868
95 8501 197732
95 8591 72819
95 12331 102738
95 16182 166254
95 17827 139102
95 23076 140369
95 32672 64630
95 34955 6255
96 2123 39480
96 2989 51006
96 3956 97485
96 8985 34859
96 23988 27801
96 25544 183946
96 33439 27666
97 11004 56370
97 11391 84204
97 18704 130007
97 20412 146415
97 33457 61636
98 5513 76737
98 5519 66650
98 12101 118271
98 13098 113922
98 13880 150068
98 21552 41273
98 24517 66577
98 25127 109798
98 33109 95328
99 603 83988
99 1231 143600
99 1316 190131
99 5230 89888
99 6110 166155
99 8287 62838
99 10038 187039
99 16991 95898
99 19342 66594
99 21053 118170
99 25806 43609
99 26592 144300
99 30808 34525
99 33540 157995
99 33551 16143
99 33630 90783
100 1468 39479
100 2008 102641
100 3655 69245
100 4968 188072
100 5151 80188
100 7671 95146
100 14496 171574
100 15358 189923
100 22758 145486
100 24897 138573
100 31974 13054
100 32354 78677
101 110 106885
101 2431 69973
101 2480 13077
101 9750 60283
101 22115 81599
101 30108 161329
101 33652 113570
102 3293 100730
102 8489 188082
102 12834 66248
102 13395 39074
102 13986 110213
102 14353 83873
102 14938 185836
102 16282 161471
102 16346 144466
102 24223 99890
102 24613 175161
102 25150 115499
102 25597 121262
102 30399 28677
102 31803 57952
102 31847 68137
103 4204 184533
103 6440 164465
103 9269 128682
103 10786 122669
103 16150 15619
103 18371 145644
103 23403 157045
103 23851 39496
103 32681 113776
104 3266 12907
104 5552 44308
104 5834 41805
104 8963 102569
104 10954 34927
104 16370 102922
104 22405 107030
104 23867 185483
104 25264 170405
104 31518 56732
104 31598 137348
105 1701 178641
105 2512 146570
105 5951 17408
105 7698 60026
105 9823 3840
105 18315 91209
105 24952 146547
105 29811 196944
106 2119 100218
106 2688 48168
106 4711 88536
106 6319 893
106 8879 173291
106 12336 127995
106 14275 122468
106 17424 70447
106 20046 34678
106 20918 195723
106 22195 41274
106 22293 93814
107 1983 37016
107 3349 50825
107 5945 66042
107 16495 156404
107 23325 31565
107 28454 111482
107 33491 63177
107 34230 164534
108 483 155252
108 3163 11719
108 9736 85480
108 14604 192516
108 15788 94950
108 18470 117880
108 20070 151781
108 22601 172308
108 27514 117204
108 32502 5281
108 33904 33194
109 2294 49787
109 4275 191154
109 9623 184515
109 11090 99475
109 12327 90183
109 16335 136385
109 20424 111285
109 28210 52545
109 31273 9474
109 31477 43487
109 33690 96425
110 7849 74951
110 9897 184153
110 10774 165565
110 11035 88730
110 13098 187098
110 14064 77204
110 14698 6744
110 16198 167928
110 17475 41171
110 22435 170740
110 25490 176953
110 28094 75799
110 29505 183822
110 30221 182163
110 30961 131085
111 3129 3166
111 8388 36237
111 13604 169085
111 16015 67419
111 20974 66104
111 21796 23148
111 22058 99689
111 23371 153076
111 23807 122123
111 29707 182002
111 30630 30346
111 31836 33552
112 6014 87329
112 6588 119752
112 9688 167644
112 20168 54455
112 20635 13447
112 30033 187667
112 31522 39735
113 2752 53131
113 4158 9425
113 5068 101605
113 5469 186000
113 8181 115835
113 8473 143411
113 15127 178744
113 16169 95967
113 17597 34298
113 17691 161511
113 17933 31401
113 20005 87786
113 20154 92965
113 20669 52920
113 23524 90596
113 27564 133057
113 32311 124683
114 671 189522
114 8117 94586
114 11151 7200
114 14136 73043
114 17731 30938
114 19052 61977
115 1680 91259
115 3646 165813
115 6189 143769
115 6631 54660
115 8916 168412
115 10350 171977
115 10984 69181
115 13221 90486
115 17259 29464
115 18254 188140
115 21246 15917
115 27787 53662
115 28169 20126
115 32344 138329
115 33235 61593
115 34124 145367
116 4217 132873
116 10422 107512
116 17235 177801
116 17573 58968
116 18530 138617
116 27038 130262
116 33655 56908
117 1118 4429
117 3348 9564
117 4366 73624
117 6656 4781
117 11088 186294
117 19534 41388
117 28372 132461
117 31526 128080
117 31587 11618
117 32370 174761
118 3530 82158
118 10300 36182
118 14841 149899
118 16721 198723
118 26834 70621
118 27313 156656
118 30144 63603
118 30806 98873
119 4090 29646
119 5531 57174
119 8453 117904
119 11061 5699
119 17200 92379
119 19617 2184
119 23897 146574
119 27731 173446
119 28614 38568
119 30308 28246
120 11935 93810
120 13906 52731
120 14671 31660
120 15283 154157
120 17370 171399
120 21537 32112
121 1913 90802
121 2099 103261
121 8056 126041
121 12178 54379
121 15366 197872
121 16522 136287
121 18129 66366
121 18341 28554
121 27277 66323
121 27845 153533
121 30846 78659
122 11864 53593
122 20512 71254
122 25799 59439
122 33446 68497
123 994 86973
123 13881 151424
123 18741 56655
123 23042 91099
123 28094 174782
123 29000 86442
123 29246 93933
124 624 120205
124 1179 197690
124 2099 153689
124 2918 151860
124 5032 53636
124 5940 97235
124 12219 90288
124 15418 142179
124 20620 42133
124 25355 17196
124 32281 185721
124 33192 177954
124 33479 172853
124 33776 58874
124 34694 2336
125 1402 9515
125 6967 42957
125 9352 166762
125 9629 127104
125 14761 148203
125 17481 18295
125 27475 108200
125 30955 25775
125 32453 140438
125 33015 157413
126 3081 100385
126 8063 47732
126 9038 54103
126 11826 191406
126 12943 47631
126 17608 69806
126 18281 2028
126 24732 183538
126 27204 76855
126 29353 166747
126 30372 144894
126 32466 19515
126 34609 137162
127 1374 107508
127 14461 2061
127 18654 134111
127 27434 105689
127 30226 118249
127 31583 10519
127 31701 122696
127 32860 92914
127 33168 165037
128 1164 15717
128 3290 55257
128 4170 109248
128 9219 198719
128 9832 34308
128 19392 86096
128 23882 44876
128 32151 93547
128 33257 111740
129 4140 52548
129 14649 37563
129 20057 49505
129 23316 47497
129 29483 40323
129 33525 16842
129 33831 138606
130 3438 194183
130 5141 22706
130 9847 120210
130 10084 141017
130 13353 175293
130 14660 105529
130 16526 109046
130 20429 34183
130 29630 169679
130 32757 181262
131 1248 71958
131 6068 123750
131 7341 43728
131 10282 20534
131 11754 78745
131 14246 101948
131 14333 57421
131 16134 120305
131 21018 193418
131 26287 94931
131 27084 21808
132 1735 8140
132 2773 63156
132 2932 94633
132 4926 166614
132 8382 157983
132 11868 105950
132 16155 72087
132 17086 51285
132 17947 190875
132 20259 53473
132 21413 68621
132 21606 50705
132 23087 192096
132 23335 59336
132 24656 139580
132 26920 36364
132 27529 177825
132 29147 126909
132 32703 52607
133 3872 151391
133 5715 189311
133 5888 57223
133 6582 30296
133 8881 26378
133 9705 31648
133 12883 53962
133 12946 187075
133 18090 5689
133 24807 33272
133 25174 33574
133 26569 75732
133 27841 144147
133 31775 183795
133 33010 148749
133 34493 55294
134 4305 3598
134 5265 72919
134 6182 44267
134 9085 5805
134 12080 136046
134 15476 171826
134 29495 127465
134 34364 167711
135 4121 90229
135 9164 152132
135 9762 17949
135 12199 113300
135 20384 90675
135 23370 166929
135 24798 84780
135 27198 194819
135 27420 152145
135 27763 113551
135 29298 29823
136 2413 108904
136 2423 53528
136 3973 76058
136 6043 89663
136 7601 26861
136 7760 198320
136 14410 35935
136 14679 199174
136 25976 48599
136 31977 135664
136 33522 57293
137 2240 199173
137 6517 194317
137 12330 54212
137 15670 38393
137 15980 69254
137 20188 188653
138 556 166646
138 6492 170368
138 9215 188127
138 13234 13096
138 13475 74152
138 14792 193691
138 28191 157371
138 30813 46190
138 31573 78037
138 33880 24787
139 1972 41554
139 4638 118708
139 6574 54690
139 21218 101257
139 22510 41715
139 24061 186444
139 24833 24930
139 27642 96312
139 32623 115948
140 1190 59077
140 1643 33202
140 9613 39837
140 11265 62875
140 17703 68323
140 26306 44141
140 33637 68620
141 2973 4105
141 4817 195246
141 5145 31990
141 6176 139096
141 6731 157109
141 16360 165636
141 16471 103216
141 19765 96068
141 20367 48681
141 25161 122095
141 25879 39669
141 29776 16858
141 30222 63645
142 1223 55501
142 4793 117031
142 5882 153861
142 6093 149125
142 7358 143289
142 9156 1360
142 9206 39555
142 15538 9378
142 17020 194849
142 18573 13660
142 27320 192281
142 27858 80177
142 31100 50907
142 31755 30028
142 32109 190188
143 2581 88205
143 4024 26740
143 7122 174336
143 11030 11717
143 12350 144573
143 12767 145430
143 12928 168964
143 22233 187858
143 25853 43973
143 26444 22560
143 27399 44867
143 27424 126195
143 28323 173647
143 30915 77168
143 32412 76235
143 33773 40681
144 3246 148064
144 7761 108164
144 9075 37035
144 14084 153851
144 16804 70562
144 21482 86218
144 29247 125068
144 29544 162126
144 30845 137543
144 34081 6907
144 34650 62826
145 166 45036
145 531 131284
145 1635 195192
145 10148 109608
145 16144 42404
145 17050 41191
145 17752 165704
145 21739 102801
145 22752 98222
145 26515 151083
146 1886 169974
146 3417 44563
146 8248 80650
146 9180 51340
146 9654 35246
146 10861 155604
146 12226 125307
146 19335 134900
146 22371 23243
146 22824 49867
146 23529 916
147 989 148620
147 13158 57291
147 15965 84432
147 19135 23319
147 19373 27695
147 21312 30342
147 21875 95234
147 28383 181931
148 1514 79469
148 6432 36937
148 9604 159434
148 11698 166676
148 17084 178444
148 17243 98925
148 17896 133181
148 31968 46610
149 3461 110763
149 6844 133995
149 7625 150210
149 11994 72796
149 12597 73695
149 13325 42605
149 15533 133688
149 18185 154302
149 21727 26304
149 25070 1481
149 29495 27213
149 29733 100416
149 30138 88290
150 5023 159001
150 8266 21712
150 10641 177353
150 12454 171146
150 15636 54122
150 18835 87988
150 21928 186438
150 28126 20861
150 29329 12931
150 29481 131941
150 32987 138616
151 864 112728
151 4990 189592
151 5987 45256
151 10181 189111
151 12033 176710
151 12733 49371
151 14245 177405
151 18332 120502
151 19455 195942
151 21018 181198
151 21734 3213
151 23877 54719
151 24062 39355
151 24515 148656
152 4603 151016
152 9797 10128
152 13123 35467
152 20558 131031
152 23874 175837
152 29406 150840
152 29975 34995
153 3697 116434
153 8484 75010
153 12338 76527
153 15199 148351
153 15832 77043
153 19680 45403
153 23566 138608
153 29563 27193
153 31252 168227
153 34009 162934
154 9977 168908
154 15586 75724
154 15737 97417
154 18601 120231
154 21094 141003
154 21527 113971
154 22542 10657
154 24745 72987
154 29055 57052
154 30757 11045
154 32632 160115
155 7431 106973
155 8981 85601
155 16670 7806
155 20750 187297
155 21320 51702
155 27178 11611
155 29520 35940
155 29935 51274
156 2137 97715
156 4317 41450
156 4756 125495
156 7275 52178
156 23106 34413
156 26357 178414
157 1642 80236
157 1975 157016
157 5900 122101
157 14952 157314
157 17892 155624
157 19932 72737
157 20853 151837
157 23351 12841
157 26336 192283
157 32985 190100
157 33377 120442
158 2556 113080
158 5121 172913
158 12161 149442
158 14498 48557
158 14977 191200
158 15091 18800
158 16398 150998
158 18260 22017
158 25184 22238
158 26004 79446
158 27064 191490
158 29805 122279
158 30244 71344
159 2060 96030
159 4474 181252
159 4823 22310
159 7187 117050
159 10323 38411
159 13863 153153
159 17640 106875
159 19017 26933
