46111 85000
58 15647 26061
58 29770 26630
58 36588 27842
58 42809 22506
58 45889 28719
59 6461 6362
59 17846 14429
59 24231 2543
59 24350 4143
59 45045 18768
60 26854 71045
61 1915 67723
61 2821 23114
61 8471 67142
61 10415 37377
61 28358 18801
61 32873 53004
61 39271 9190
62 31638 57592
62 36244 1930
63 24159 81350
63 43927 28763
64 17863 79292
64 26855 74612
64 27677 18706
64 44504 27094
65 18681 60870
65 40882 18175
66 35108 31799
67 2884 36807
67 16805 45273
67 19665 4628
67 20910 26503
67 38018 69719
68 8754 52611
68 21513 83792
68 41272 43193
69 23055 49960
69 39246 19272
69 39448 64230
69 40932 64978
70 19208 79225
70 19785 13796
70 26615 64592
71 21270 84336
71 33605 57174
72 747 22271
72 14054 59326
72 22019 12428
72 27556 29145
73 20493 39490
73 43778 81337
74 9921 19098
74 35364 41332
74 44320 80555
75 14099 23198
75 28500 15085
75 31625 63730
75 39066 59951
75 39876 47561
76 9213 76320
76 20156 26845
76 28215 27996
76 33780 75022
76 35437 14330
77 167 54197
77 18838 82920
77 23077 52796
77 34964 66456
78 1660 25517
78 1920 36216
78 4502 7635
78 17547 39105
78 26962 67302
79 578 46754
79 5147 76618
79 8511 28770
79 16026 58063
79 45469 34461
80 14909 70598
80 26752 13613
80 33280 49328
80 43640 40350
80 44137 4819
80 45897 28138
81 29336 64189
82 6714 78253
82 17081 35440
82 21620 82171
82 40953 18252
83 815 24163
83 8468 67977
83 11144 54312
83 31316 34661
83 40260 69319
83 42406 19383
84 5659 36070
84 6150 36874
84 6297 50683
84 15884 41771
84 29491 36001
84 36075 26983
84 40207 7056
85 6978 72016
85 17335 69675
85 19657 68294
85 34921 39182
85 44957 80108
86 960 21416
86 2050 66354
86 2392 3842
86 4147 57997
86 8626 80561
87 14881 738
87 17542 52502
87 34601 7621
88 7050 53816
88 16492 68343
88 28532 59971
88 33870 70458
88 41465 53179
88 45254 41955
89 10997 11345
89 20156 17262
89 22971 6847
89 45998 61078
90 14587 60935
90 14717 32656
90 36241 47001
90 36875 42413
91 12698 74944
91 23401 26884
91 34931 53287
92 6476 18272
92 21550 7902
92 26648 81146
93 27956 52774
94 157 34142
94 18548 36587
94 18791 48802
94 31317 55692
95 834 71741
95 37601 31167
96 1307 57797
96 3273 52833
96 14227 66483
96 34405 50175
96 43419 50927
96 43507 78971
97 833 60544
97 5072 20635
97 5676 12964
97 16160 37443
97 20241 47278
97 22678 67342
97 34971 45708
98 6074 20317
98 13586 9865
99 2924 49124
99 22057 18285
99 25201 80689
99 37559 48588
100 816 71368
100 4908 48776
100 24865 7513
100 25965 43190
100 37870 70231
101 9608 64460
101 17775 66393
101 18196 7937
101 24754 52902
101 25895 22134
102 9136 21174
102 14979 30066
102 44986 71851
103 5218 22179
103 6559 17683
103 14611 29422
103 24554 61872
103 28132 53176
103 35675 74236
104 15938 68807
104 22631 23336
104 25321 31096
104 40538 7788
104 42169 2008
105 5775 38661
105 15171 29641
105 19769 29880
106 4985 40739
106 20701 19066
106 26249 67454
107 5504 2196
107 5550 50774
107 9831 29188
108 12848 24607
108 16284 46390
108 18298 30559
108 18742 78701
108 20786 35864
108 30551 63373
108 32313 54025
109 4655 55528
109 22044 54916
109 38587 44371
109 44136 57734
109 44798 7542
109 45408 19948
110 8162 6037
110 17451 77242
110 20212 63911
110 44535 16745
111 4545 69607
111 38153 70988
111 40285 42870
112 3873 56932
112 16335 69949
112 18747 81382
112 24500 79143
112 43620 72459
113 9352 56698
113 26193 53332
113 30440 40298
113 41013 24158
114 39157 42028
114 40956 38454
114 41011 65971
115 3869 16868
115 4941 35939
115 11565 11251
115 30607 57562
115 43903 40190
116 8582 80028
116 11902 40521
117 22683 84586
117 23842 45694
117 28893 53588
117 34050 72575
117 34243 3845
117 44471 69510
118 8189 27106
118 14135 49027
118 23748 54332
118 38662 58579
118 41722 30147
118 44432 45163
119 6870 75340
119 7756 36953
119 41970 70307
119 44840 62120
120 2737 45594
120 3381 68595
120 3832 68530
120 6620 6489
120 26305 14996
120 28757 15385
120 31536 33612
120 36974 32844
121 9759 24074
121 14843 76078
121 17985 8
121 23124 37908
122 3845 72729
122 38940 38093
123 10259 45884
123 12156 27602
124 8117 84413
124 8728 11845
124 33906 80553
124 39273 64043
124 44328 2821
125 4065 10872
125 41286 39208
126 10594 77722
126 23095 51939
126 25856 56607
126 36097 7086
126 40145 62271
127 11372 81821
127 18552 69206
127 27707 37875
127 32119 26191
127 36657 58967
127 42404 60201
128 4422 77888
128 14646 66853
128 45827 52589
129 17496 76129
129 18858 59084
130 24369 23567
130 38159 35162
130 44560 72371
131 14402 2758
132 14542 74704
132 16136 58752
132 38507 33247
132 39374 70494
133 3835 38864
133 15154 84239
133 20066 54366
133 21688 45493
133 25623 48916
133 33681 63128
133 36169 14888
133 37258 79623
133 45771 7215
134 19675 8722
134 29241 71971
134 40663 79121
134 43861 66047
135 21251 23564
135 22061 10404
135 25726 34455
135 34403 11617
136 29932 38273
137 34518 15072
138 1957 52132
138 6590 9627
138 9675 46304
138 31680 28671
139 15148 33522
139 33922 16274
139 36455 54363
139 44398 58643
140 23341 12097
140 28502 65326
140 31271 23423
141 6993 10758
141 7292 78326
141 10000 40191
141 19017 21368
141 32515 40877
141 41042 75218
142 9497 57053
142 10641 27632
142 20975 67238
143 21066 17286
143 24360 80708
143 30209 63953
144 31922 46022
144 38257 16236
144 40548 25951
145 25796 53864
145 27072 71359
146 883 13935
146 9884 10730
146 18684 44633
146 31114 69183
146 39405 73018
147 17769 82397
147 21818 68393
147 25049 45382
147 33490 3619
147 38211 14937
148 14235 80717
148 25981 14881
148 33343 20483
148 36041 69760
148 36082 61139
149 13751 20181
149 25814 36534
149 39509 65755
150 23241 61722
150 28063 33820
151 6690 58544
151 19743 42956
151 36509 76371
151 38189 42452
152 37370 52700
153 43177 27400
153 45482 39305
153 45827 79706
154 16852 17679
154 28336 56940
154 31541 10431
155 531 19830
155 15896 43481
155 28046 63995
156 844 81118
156 5410 24236
156 5708 63779
156 7088 26343
156 8551 10362
156 25254 54027
156 45673 53664
156 46080 79530
157 19817 56016
157 40360 78722
158 30048 71137
158 31613 63335
158 44779 74409
158 45075 55644
159 432 68794
159 5855 48024
159 35906 77555
159 37752 48674
159 42082 30128
160 1670 42949
160 15530 63985
160 27257 28140
160 28641 11412
161 9199 23899
162 34211 26129
163 3382 54907
163 19872 9968
163 37193 5301
163 43573 60424
163 44556 42406
164 2536 67587
165 33124 45651
165 34547 3176
166 6322 42441
166 11256 80695
166 14180 16694
166 17711 29874
166 41820 9523
167 6359 11169
167 9939 56319
167 16616 65553
167 23895 3084
167 27166 62138
167 28337 46030
168 1248 65059
168 5986 31159
168 7800 19759
168 13765 38500
168 27510 10546
168 37117 48274
168 37576 24993
169 1664 15383
169 6849 20075
169 15250 41804
169 29408 33097
170 23757 80586
170 27758 64326
170 35653 48681
171 45710 78036
172 17747 83981
172 28982 52729
172 31111 43263
172 38316 50580
173 7819 55608
173 11988 40037
173 24189 83149
174 7649 53362
174 28843 84089
174 30594 73217
174 41796 13544
174 42441 65121
174 46055 35158
175 9630 752
175 10940 65985
175 12460 29410
175 27907 22215
176 4118 31358
176 4884 82693
176 14728 11810
177 40632 52579
178 28719 36372
178 33217 60939
178 36380 82624
178 45626 17369
179 3942 46583
179 14586 72821
179 17819 27202
179 18340 71901
179 32610 45639
180 7493 54348
180 13276 22842
180 14330 51687
180 32696 18758
181 10672 40025
181 15704 48830
181 18646 28066
181 37847 20920
182 759 41272
182 10207 62487
182 10472 54826
182 20363 32790
182 32230 47911
182 33044 11011
183 10369 20974
183 38580 56401
184 15399 55636
184 19085 12157
184 19313 48644
184 19509 30983
184 19838 73166
184 20784 31870
184 23888 42960
185 7480 70412
185 17909 71502
185 33267 53452
185 35705 15673
186 3348 17821
186 21122 38182
186 28407 36362
186 32899 33502
186 32973 36684
186 36541 11595
187 6208 49710
187 9932 26966
187 10510 70026
187 19371 80999
187 24775 79940
187 40867 69918
187 45088 31531
188 282 15775
188 3805 20986
188 5621 31818
188 7302 63593
188 19346 25839
188 29998 68304
188 44830 15994
189 6523 1845
189 17803 63846
189 23621 40510
189 29378 65726
189 45228 25304
190 27943 28288
190 42904 25447
191 25129 12149
192 6816 54836
192 7310 423
192 12671 53182
192 18293 31016
192 25576 4453
192 26381 29499
193 15643 75904
193 25763 28292
193 40225 6914
194 2940 72463
194 23294 45751
194 23306 7801
194 31663 74448
194 40984 43222
195 35442 64967
196 1806 67777
196 30448 30131
196 38833 8101
196 42714 9580
197 387 56749
197 13651 37521
197 32629 53706
198 7183 48967
198 20909 67085
198 34394 23270
198 35892 84260
199 19612 33030
199 26951 66733
199 45005 55517
199 45185 1068
200 272 49643
200 17095 23498
201 23931 40395
201 29441 75537
201 30500 39982
201 39936 50657
202 18434 84221
202 21115 74220
202 24738 63458
203 26886 51342
203 36494 17488
203 39123 26916
203 43545 63179
204 24690 78736
204 44556 29961
204 45573 5397
205 23989 61100
205 30426 20516
205 37100 70385
206 6296 23141
206 12991 43120
206 15507 43066
206 27585 62349
206 29166 3858
206 45923 63597
207 5280 12599
207 22811 71519
207 37893 29628
208 8432 27475
208 31719 41624
208 40722 46544
208 46088 4871
209 15590 19903
209 16487 380
209 18397 78379
210 1215 10941
210 2014 71665
210 21993 31446
210 28913 48177
210 31445 23659
211 26959 84370
211 31448 76278
212 6039 8400
212 30376 33257
212 35241 38564
212 44585 60412
213 10137 51045
213 18032 9347
213 38717 33826
214 1844 44766
214 39642 51768
215 2270 74027
215 31136 3271
216 15432 83858
216 35600 67405
217 8858 50665
217 19773 73583
217 36800 44347
217 45367 26483
218 4074 35710
218 9377 70066
219 532 7595
219 2092 36009
219 2290 31699
219 7681 11329
219 20441 41488
219 21639 73115
219 40651 71862
219 41313 45459
220 9617 38639
220 40875 29478
220 45441 3317
221 2081 10886
221 31323 42797
222 3073 74012
222 9340 42002
222 15696 30140
222 41105 69391
222 44141 2998
223 7466 38803
223 32098 76812
223 34148 15442
223 39399 60302
223 45369 22897
224 829 73767
224 18254 9192
224 43085 84936
224 45676 50477
225 13979 46847
225 41992 2659
226 22830 65243
226 26333 57224
226 32192 8454
226 45469 59848
227 15361 2353
227 20801 54868
227 35287 39909
227 44156 55790
228 8369 52437
228 19422 67225
228 40259 63487
228 43150 5840
229 23852 7753
229 37167 20433
229 46000 17973
230 26650 33345
231 6231 50084
231 14465 37067
231 18764 43053
231 42615 36225
232 8091 55820
232 14782 21634
232 23912 83834
233 4581 74184
233 13527 26083
233 45668 68002
234 7973 10411
234 16456 14708
234 43147 20362
235 13827 47538
235 25133 53369
235 28407 65097
235 33379 75906
235 41693 54084
236 27790 16380
236 36709 41843
236 41685 20899
237 5988 1580
237 27248 6871
238 7520 61009
238 29441 821
238 30896 26632
238 42326 38522
238 43764 42236
239 40701 57705
239 42277 30739
240 7970 76080
240 13179 76658
240 27468 21483
240 37538 68702
241 7437 80607
241 38322 82950
241 38650 64740
241 40862 33924
242 705 63290
242 35178 54642
242 38727 55132
242 40167 81434
242 41464 75227
243 4923 43593
243 6285 42265
243 9783 78625
243 11564 52376
243 35658 35164
243 44667 17544
244 8541 57150
244 15304 75984
244 16249 58325
244 27990 47759
245 10264 686
245 24599 29864
245 26963 71905
245 35136 19747
245 35828 40340
245 43914 17669
245 45895 36592
246 19289 64053
246 22570 49922
246 25191 48336
247 9975 573
247 11346 54149
247 16752 45839
247 23688 23690
247 28569 16808
248 6079 46914
248 42718 15788
249 30873 78607
249 45474 22855
250 11763 11727
250 16442 23305
250 20851 76883
250 26524 15620
250 35706 59740
250 42787 37822
251 11529 53688
251 13505 78242
251 22555 47401
251 25486 25350
252 9428 30840
252 16140 55769
252 19202 51032
252 27652 21746
252 38418 12358
253 10811 56419
253 12268 25255
253 30749 40683
254 21458 77578
254 35700 24736
254 44706 41348
255 18794 35227
255 36825 52762
255 42833 77585
256 3423 28000
256 7367 57167
256 9965 54159
256 13187 27490
257 7426 20022
257 11646 72420
257 32078 1194
257 35870 78008
257 36462 7835
257 45686 56977
258 1303 84497
258 31991 25306
258 33337 65933
258 37234 74830
259 2643 17578
259 7624 82306
259 12445 14493
259 13826 1927
259 18969 9254
259 27875 20862
260 9545 75194
260 21874 41800
260 36498 49334
261 13145 62525
261 14509 3649
261 23980 30834
261 35489 51076
261 36568 39315
262 6470 60722
262 43151 80407
263 3997 1161
263 10918 46324
263 31848 9092
263 45318 33757
264 14603 61216
264 24057 42641
264 28968 56009
264 37825 76803
265 35845 59281
265 37365 80309
266 15673 66509
266 18844 31005
266 29075 59440
266 35212 54771
266 44185 70579
267 8661 68999
267 19114 70425
267 28952 73449
267 32909 65789
267 34960 50823
268 36784 69661
268 38698 61164
268 45051 12118
269 25004 3673
269 44159 59052
269 45159 6546
270 38457 5102
270 41528 1170
271 29321 4563
271 33030 21322
271 35673 32695
271 42985 48385
271 45665 13949
272 15449 56120
272 25026 60643
272 25029 29407
272 37962 36771
273 33954 61686
273 42738 70981
274 12851 51492
274 24061 23238
274 39480 69356
275 1398 46872
275 16064 15518
275 17317 48510
275 23647 47128
275 27255 80193
275 28227 49159
276 16026 45330
276 33763 41502
276 34614 81923
277 4929 32346
277 21017 42014
278 31237 64122
278 35781 39952
278 37170 48792
278 43411 25393
279 10902 9531
279 18063 40511
279 19684 72266
279 24422 69644
279 27079 17089
279 39068 9783
280 1068 55972
280 8806 79454
280 18824 18480
280 29569 41768
280 44584 32055
281 18721 8457
281 26133 24975
281 26297 65590
281 30687 14972
281 35395 63851
282 8814 55351
282 17146 21148
282 27731 58218
282 28303 73939
283 3211 47369
283 13743 43249
283 22822 55879
284 362 78447
284 17548 19205
284 35371 17284
284 43750 30480
285 18301 71491
285 41677 11891
285 43809 26136
286 2122 71689
286 14020 8765
286 16930 56862
286 26771 83014
286 38389 57940
287 9068 45899
287 13183 20141
287 25835 12479
287 36222 29573
288 12960 73942
288 22829 805
289 12845 52141
289 17565 29772
289 41720 33364
290 9703 3162
290 18845 17603
290 19560 57341
290 30602 62939
291 23334 59111
291 24128 62892
291 26810 33036
291 29851 15669
291 34459 16414
291 37878 50681
291 39412 43324
292 6522 71911
292 17475 27381
292 20019 70340
292 35843 40761
293 3403 34420
293 3997 31084
293 12194 43569
293 12366 52242
293 19356 76567
293 39339 52939
293 39430 61133
294 1739 12044
294 10365 12427
294 20255 31752
294 22224 2656
294 25768 25529
295 30349 52047
295 33911 43930
295 45875 82251
296 6685 7533
296 11440 80869
296 36765 812
297 1525 15598
297 6770 30269
297 13571 17220
297 26755 34070
298 18539 29969
298 34150 40159
298 37892 48557
298 41914 15089
299 3488 7699
299 21935 19651
299 21956 9766
299 22793 18422
300 8747 72774
300 18165 47563
300 18471 16649
300 36698 46444
301 6241 36993
301 8692 47570
301 21483 74116
301 22339 3618
301 44098 80151
302 3754 51356
302 41619 49502
303 18513 44161
303 21004 23652
304 12253 70915
304 25217 4904
305 565 20770
305 5405 50107
305 26083 30373
305 43101 38054
305 45601 51949
306 3901 46427
306 27760 84985
306 38734 4571
307 8677 64887
307 11122 55584
307 19899 15704
307 26944 77544
307 41748 12309
308 14825 55710
308 18732 46263
309 3590 63235
309 39776 12520
310 2255 70848
311 3538 77459
311 12553 62799
312 11720 27132
312 19427 48953
312 35974 19315
312 41126 81769
312 45388 12150
313 16457 19103
313 25772 7906
313 27509 25757
313 32712 8828
314 10682 64088
314 14670 15487
314 42802 68917
315 18273 17061
315 38813 55964
316 5098 43038
316 16744 4278
316 38909 10994
316 43598 80557
317 805 6014
317 3920 54158
318 16630 9975
318 19002 43897
318 22270 43698
319 27429 4400
319 41039 74164
320 19457 30432
320 37418 4421
320 39468 1642
320 45277 53091
321 4423 23867
321 22143 43743
321 38545 45912
322 2442 15805
322 10203 55902
322 14761 15472
322 34269 24223
322 37036 73971
323 7860 83772
323 41189 18907
324 28176 183
324 29325 1849
324 36132 8655
325 1282 9016
325 22590 20406
325 39422 74300
326 4775 16182
326 25770 6149
326 32057 78424
327 382 82454
327 11207 84326
327 18842 68453
327 26692 1353
327 31396 35602
328 19287 4614
329 33034 3381
329 38617 34959
329 45753 30701
330 2265 77067
330 22618 22288
330 30421 35245
330 32618 45898
331 2369 5605
331 3815 27910
331 42960 54167
332 4607 80975
332 14676 63957
332 35049 17579
332 39848 71781
333 31791 61280
333 35126 22193
333 36785 55967
333 37763 35060
333 42259 26995
334 691 78169
334 949 17094
334 6921 43673
334 25205 54029
334 35162 13871
334 44189 27884
335 3654 30715
335 13882 64381
335 19546 34638
335 25693 69045
336 2574 45622
336 25270 12265
336 30553 58822
337 1430 31200
337 6158 61444
337 15749 68746
337 20683 83916
337 23126 63088
337 31168 27608
337 34936 32401
338 13273 79555
338 22285 32366
338 39478 17992
338 43436 20174
338 45198 43749
339 13250 26914
339 22723 5920
339 25043 19437
339 28573 6661
339 35858 27776
340 3846 34159
340 4064 67323
340 8304 66325
341 7743 57199
341 30317 47449
342 12401 44097
342 27763 45439
342 30124 78170
342 35177 3663
343 25972 34746
343 33454 12083
344 7104 49468
344 23812 63478
344 25231 63544
344 34855 71405
344 39956 69048
344 44287 38870
345 2129 41633
345 2837 55014
345 12132 42431
345 38964 66127
346 5381 82889
346 9080 76718
346 19605 52694
346 23754 52330
346 26314 18806
346 32049 6297
347 22690 73227
347 40778 33422
347 44447 32624
348 16916 9154
348 25568 7862
348 32590 30679
349 7471 76422
349 9195 40547
349 29646 7237
350 1085 75564
350 15093 14150
350 41389 7154
351 6688 20771
351 12261 30762
351 14372 63055
351 31590 23434
351 37180 15133
352 16262 53002
352 32013 51962
352 43214 16757
353 11086 53661
353 17651 75637
353 23737 72856
353 27485 68722
353 28910 82819
353 29932 30765
353 39333 84472
354 2834 69474
354 6094 10378
354 24506 25937
354 46041 52761
355 8698 74471
355 15848 18333
355 33063 17624
356 5599 57107
356 41328 33115
357 6287 41106
357 17825 1145
357 33264 55881
358 28899 42472
358 33656 59437
358 43124 57266
359 30656 66177
359 34633 27111
360 6354 78637
360 15032 32996
360 16891 36314
360 40173 21787
361 37102 30189
361 41365 55368
362 8275 80179
362 27968 58550
362 29390 26284
362 34531 26755
362 43553 36186
363 19861 40698
363 20408 64443
363 42827 67230
364 1932 80663
364 14593 16255
364 14855 16949
364 16184 41702
364 33886 84676
364 41728 51078
365 8679 42470
365 14965 64557
365 27368 53630
365 38084 74118
365 39909 42922
366 23185 27430
367 4107 75127
367 27685 28724
367 38158 48716
367 44269 48046
368 13766 33537
368 17440 47388
368 22733 48770
368 35755 14669
369 1565 37983
369 7679 76083
369 21247 51818
369 29431 39074
369 40004 24019
369 42651 17518
369 44552 11656
370 2432 59501
370 18183 54823
370 28528 6984
370 45642 64893
371 14416 56479
371 45884 64258
372 6226 73203
372 24992 59196
372 29754 69868
373 16843 60203
373 25482 13774
373 42580 78171
374 621 60622
374 23668 58312
374 27184 75192
375 16351 50223
375 21616 47522
375 36267 7051
376 10313 11844
376 11866 50699
376 44670 64216
377 25950 54978
377 29582 71169
377 45710 72035
378 23553 20037
378 44327 12621
378 45345 58040
379 24254 75018
379 40159 81169
380 21681 80838
380 23868 60328
380 24806 77766
380 27295 39788
380 28951 13201
380 34924 11957
380 39984 13863
380 45503 46840
381 26288 73132
382 22117 76082
382 37415 61399
382 40256 50646
383 1046 16169
383 2139 33156
383 14961 41766
383 43284 5620
383 45637 68421
384 2462 27332
384 2991 74877
384 39458 60505
385 7131 75641
385 12576 4555
385 30230 38968
385 39464 46912
385 41767 17662
385 42260 9078
386 37738 34957
386 41540 25629
387 1682 80271
387 2897 50954
387 13327 54674
387 27644 6850
388 2970 62837
388 27541 56610
389 3312 70008
389 21734 2143
389 44950 21983
390 26185 35548
390 29968 74667
391 2947 900
391 25887 44485
391 32643 36732
392 29513 27327
393 17361 37341
393 25710 80604
393 36358 38324
394 7621 3698
394 8744 40398
394 13671 39792
394 39686 82470
395 23428 72106
395 29996 46348
396 6980 52563
396 28891 10630
396 32772 82425
396 41316 63325
397 11729 4922
397 12867 49490
397 24805 26132
397 33126 4641
398 3318 45709
398 14013 72871
398 20634 27841
398 35480 47175
398 39866 34998
399 2709 49057
399 11234 35089
399 16578 61530
399 29828 41607
399 30918 82620
399 32404 74412
399 40851 47782
399 44794 43556
400 3576 42126
400 9313 48829
400 10673 19771
400 37557 134
401 12647 79208
402 3701 43772
402 9124 21173
402 17832 84187
402 28551 71249
403 11339 39189
403 16379 71766
403 18457 58221
403 28494 54575
403 41452 10474
403 43452 79226
404 23817 45878
404 40394 6834
404 43409 74210
405 4526 63627
405 10720 84397
405 16338 14112
405 22252 68763
406 3465 26804
406 33772 17591
406 35288 46939
406 37274 18927
406 37745 8436
407 29159 2204
407 32142 1822
407 43953 11749
407 44826 74533
408 5481 51735
408 33526 74019
408 41211 79302
409 32634 58418
409 37862 83639
410 1155 23255
410 7716 26822
410 28602 79441
410 45440 61488
411 45725 73430
412 1959 28978
412 30152 78403
413 9401 29055
413 36108 57598
414 3818 36830
414 23708 69426
414 36917 10766
414 43660 56032
415 5008 30365
415 8065 66560
415 26696 66921
415 41288 77907
416 18049 77587
416 29787 39344
417 1084 58447
417 15837 16849
417 33317 35412
417 34677 83483
418 13708 76625
418 14602 16101
418 19144 72060
418 30998 54855
418 40375 36468
419 17094 24515
419 20537 26181
419 45684 21846
420 14646 9393
420 32315 39597
421 7528 47833
421 19722 53501
421 22415 61077
421 31020 53187
421 32346 82392
421 40030 74165
421 41585 63869
421 42272 57975
422 10684 71009
422 14646 15867
423 23031 57566
423 23612 63955
423 34181 12082
423 37774 15054
423 37965 64
424 8020 55264
424 15109 76545
424 28496 5923
424 28764 46156
425 9045 51226
425 15699 82711
425 23141 71438
425 31726 2215
425 36695 77756
426 21454 19602
426 37885 22588
427 6603 29642
427 10013 14671
427 26451 15787
427 28512 31745
427 38300 83063
427 42855 70311
427 43426 9482
428 13102 65684
428 13420 17437
428 36673 21867
428 43821 33169
429 13905 44074
429 25718 48093
429 27312 35399
430 3883 36640
430 13978 39716
430 19421 43398
430 43045 724
431 10267 26008
431 21907 60440
431 25132 33942
431 25602 17808
432 5953 30324
432 38160 39326
432 39756 61265
432 45039 6542
433 5206 70376
433 11813 63591
434 16288 77376
434 44012 44550
435 2105 4751
435 5584 81882
435 6841 14588
435 21442 39582
435 41698 34807
435 41757 18915
436 10195 10699
436 15981 5023
437 6139 19727
437 27399 35002
437 29230 2530
437 34532 62050
437 37442 4302
438 21792 8311
438 26147 6910
439 1482 33707
439 10787 58000
439 16627 77591
439 25306 44861
439 28641 7811
439 39201 66104
439 44214 37073
440 17025 64690
440 24861 56881
441 4179 43426
441 18060 78405
441 28114 41321
441 30407 67611
442 23343 83796
443 42666 58354
444 12395 49243
444 35045 62398
445 6101 16023
445 17000 39227
445 33815 69745
445 43570 41134
446 6525 24630
446 16262 38061
446 33553 15758
446 41365 32702
447 13715 406
447 17183 25573
447 19732 18452
447 21053 75094
447 40928 28390
448 9525 52263
448 27435 12271
449 8844 63790
449 12151 60470
449 17583 8825
449 18228 81081
449 20717 44580
449 37793 38313
450 9711 62230
450 20913 43651
450 27123 72569
450 29905 27409
451 4911 5337
451 16529 82660
451 23434 42115
451 28761 47687
451 31244 55566
451 32122 65054
451 37225 60714
452 11982 13620
452 28869 83602
453 9150 60315
453 30132 50497
454 3388 81906
454 9008 78599
454 29194 36393
455 26298 245
456 17128 75874
456 21478 64207
456 36521 75863
456 39737 14997
456 40814 75527
456 41707 70147
457 18712 33782
457 21385 48957
457 37531 20478
457 41258 57366
458 5045 80368
458 10445 71246
458 31501 68270
458 33277 43122
458 43936 36250
459 28170 41399
460 14492 63969
461 28501 46772
461 44821 49989
462 5323 30849
462 21959 76595
462 39564 73148
463 5184 74633
463 21987 1427
463 22300 80305
463 38106 77137
464 3085 31511
464 33127 34715
465 1052 32479
465 6674 79440
465 9031 67016
465 19398 66208
465 28977 12328
465 30760 68714
465 33037 348
466 33879 83201
466 35685 81620
467 19252 14257
467 21808 51836
467 25520 42174
467 26794 6572
467 35781 57021
468 5419 15540
468 12764 64067
468 13930 14392
468 20467 2817
468 41408 49222
469 10588 49398
469 21436 4208
469 25045 2022
469 33197 79482
470 12691 59148
471 3667 24958
471 19559 65075
471 19754 10565
471 24807 9756
471 25190 61760
471 33878 48454
471 34854 30744
471 37250 63835
472 3125 47567
472 6361 65077
472 9559 71212
472 38201 75234
472 39978 77638
473 5366 45350
473 8147 2067
473 14574 11848
473 45201 54333
474 25030 47943
474 32143 4983
474 36780 79926
475 862 12672
